דוד המלך שדרות
כפר תבור ש
רב יעקב בי
ישיבת פוניבז
אחוזת גן
אל-רמל
שכ אלבורג'
הכלניות סמטה
הבשור
שביל מיתר
ט'הר אלכניס
רבינו חננאל
פול גוגן
אלזוחרוף
משעול הרפואה
רחף
מעון עולים
ככר אובה אקלה
עבודי ניסן
זינגר הרב
העשור
ש בנות חיל
ס הארבל
דר להמן
יוחנן ג חלב
עין אל-ג'נאן
הצדפים
קראוזה
אלבואדי
דב גפונוב
אלג'ורה
ש הדייגים
ק חיים מע
ליואי אברהם
וינר יוסף
ויקטור ויוליוס
"עו""ד זרסקי מנחם"
צור שמשון
הקרן קימת שד
נוה עובד שדרות
ככר הברכות
משעול האגס
מרדכי בר מוחא
אל-עבאסיה
אפרים סמ
סמו אברהם
ש שבת
גינזבורג זלמן
אל-נכב
סנטור ת גבו
אוניון
טהרת אלנמלה ב לאומי
אלט'הר
הרב חיים סינואני
נחל סנסנה
סעד
אלקרעאוי
בילסאן
אלשיח'
"שורק צ""י"
הבריאה
מעברה ש חדש
ישראל בן ציון
יוסף תקוע
צריף
בנאי אליהו
חרת א בוס
בן יוסף
בית סוהר תל מונד
אלוף הנצחון
ש רב קומ מ
ביר אל יזיק
מרווה
שד משה דיין
הסדן
מרגנית
חולון הירוקה
טיומקין זאב
אלחמרא
אל-נסרה
הרחוב העליון
"נעמ""ת"
גבעת נשר
קנופף יוסף
טירת כסף
ארמוזה אליהו כיכר
אלחמאמה
קיסוס מכבים רעות
ניר עם
שד הגיבורים
מלון פנורמה
סמ שושנה לוי
טיילת עזרה זהר
קבוץ מרחביה
כיכר משפחת חנדלי
ש שלום ב
אחוד בעם
סלסלה
פנחס ב דרש
מחולה סמ
ככר המרכז
מפוח
המחנך
ארביתה
אל עיסוויה
האניה
מעלה פרג
הכרמל סמטה
יד אסא ביח
מעגל הכלנית
ב פרל
מדע שלום
אל - יסמין
רח כג סחנה א
התור
עבד - אלנסר
הפרדס
שדרות בן מימון
ריבלין אליעזר
סמ החבצלת
ש דרום עממי
אלסנדיאני
שדרות נוה יעקב
בית הורים
פרופ' שור
נחיל
חריף איזיק
לופיאן
מנדל מוס
שירת הגאולה
נתיב הלוטם
שביל שיזף
חזני
נורדאו שד
בוכריס הרב
בוקעי יעקב )ככר(
רואוס אל-ג'יבאל
דורה חרש ש
צבי ברגמן
דרב סאפאד
שכון ג רח ד
המשוררת זלדה
אל מסררה
אל-סודאני
אל-תבג'
מעלה העקרבים
קצין
האשל החדש
גיל עמל
אלחארה אלפוקא
גילה ב
הרב בוקסבוים
ש חס רמבם
חמזה דרויש
שמר
גב השלשה
ככר איציק מנגר
דרדשי שלמה
אהרן דוד
הרב קטרוני
שכ התקווה
עכו
יעקב גרשפלד
אל-טיבאת
פיתוח עמידר
מנזר המרונים
סמ החרצית
העירית
ישראל פרייב
גליצנשטין
כיכר מלכיאל בבייב
כפר ברנדס
עזרא כהן
דרך עזה
שכ תשליב
מתיתיהו
ש מעון לעוב
ש חולות חדש
יצחק למדן
עדן שמואל
ניסאן
פינשטיין חיה
ככר דב אשבל
אהרן הטסגי
זייד בן תאבת
סנט נוה השרון
הזריעה
ש גבעת עמידר
גת)קיבוץ(
שכונת שלומית
גילת
ש סטודנ ק י
הרב דמארי
פונוביז ישי
טרפה בן אל-עבד
מעלה המייסדים
ש יוגוסלביים
הרב סרנה
אל טאיף
אל על
רב חיסדא
אל-פרג'
ערפה
דרך השומרה
ש הפרוגרסיבים
החרדל
מ מסח ק יובל
אביעד
"אביטל מ""ר"
צורי
ביר אל-סבע
בקע ש דיסקי
אלמגלס
התור סמ
כוכב יאיר-צור יגאל
מרגוע
חלוקי נחל
אלזיר עטא
החניכים
ש מגד ב שור
בן חיים פאול
הכלניות
רמות
משעול החן
שלום לוין
בית דגן
ש נכסי חן
שמעון ברנפלד
אלרד'ואן
רחבת ימית
כפר אברהם
סוואחרה
סמ שבזי
אל חכמה
סמטה נחל
גלי אילת
מרכז תושיה
סמ כח
שד יחזקאל
ש ג רח ז
בתרן
רובין יעקב
אל-ג'דוע אל-ספלי
ש סביוני הפארק
ראש העין ש ד
סמ נחל חבר
השילוני אחיה
רשבא
השופטים
חצב מד
עין אל-שמאליה
אביעד הרב
מרגלית הרבנית
נורבגיה
רגדאן
אל-אשגאר
אריה תגר
אבן - ח'לדון
גבל אטרש
רמת כרמים
לויטה זליג אהרון
ש תל שלום ב
אגרת תימן
קיסריה וילות
סמ הרדוף
ניצנים כ נער
כיכר אנטיב
ביס קציני ים
אלכליל
ככר אבריאל אהוד
עין חי
השורשים
שדרות עצמאות
"הנחל כ""א"
שכ אלחמרה
ככר טנה דוד
קרומר נוח
הרב קניאל יהושע
"ככר צה""ל"
הקונכיה
קרון אהרן
בגליבטר
ככר יורם טהר לב
חנה הנביאה
ניסן בר
עין גנים
סמ בני ברית
אנצארי
מחנות מד
מילנר
שד בן פורת מרדכי
השרון סמטה
שכ רמת שמואל
המלאכה דרך
שליון
מבוא קטורה
הרכבת דרך
מכבים
סייאראת חגה
באב א סילסי
שכ ביאליק
חלדה
קוזי
נופי ממרא
ש הראל
שכ נוף העמק
תראבין א צאנע
ש עולין בצרו
סמטאס שדרות
מבוא מעונה
פיקסלר עדינה ויעקב
שילוב
מרום כנרת
ויל ב
אחסבאני
בגלייבטר שמואל
מלון שולמית
ש חסכון דרום
רח שד
הזמיר
ש עובד ק יבל
לובלין
מבוא הארז
אל כאלה
בית צפאפה
הרצל ב גלזר
ככר הבעל שם טוב
גוטמן צבי
יחיאל דרזנר
ככר תאנה
"אתרוג ר""א"
ברנדיס סמטה
אל גזאל
היד
סמ הכרם
דחייה
שאול
פנזיאס
נורדאו ככר
וויצמן שד
מולר ביחר
סמ' דגניה ב
ליסין אברהם
סמ נחל שני
בדר
הצלצלים
הטסגי אהרן
משעול התנאים
בית נער תל ברוך
"הפסגות צ""י"
אל-חנדק
תיסלם
גיבתון חנוך
חכמי יון
שכ אל ביר
כפר נוער מנוף
שדרות הסתדרות
הלן קלר
טלמון יעקב
טוראי דוד שירזי
אל עסר
עקבת אל בטי
נתיב אפיקים
"ד""ר פוגל"
דוד וולפסון
הוסטל עצמאות
תאודור בודנהימר
שכונת גבים
אבו חצירא
פנחס רוזן
עש אל-ג'וראב
מעפיל מרוקו
לסקר פרץ
ד'את אל נטאקין
הרב אפריאט
סמ הפקאן
תופאח
ביחר טית בית
אבו שהאב
אל אוסתאד'
מיכאלי
נטף
אל ג'וזה
עתלית א
אור עקיבא מע
הצפורנים סמטה
שמריה
מלון גלי כנרת
שכ ורדים
שכונת עמית
אל בלאטה
אלכרך
בתי הורנשטיין
ב חלוצים ב
אליוט ג'ורג'
נאות הדר
תוניס
גינצבורג דוד
רמת יוסף מעון
אל-נאבלסי
כיכר אריה זקס
השמש
הורקנוס אליע
עפרית
ברדיצ'בסקי
ש גבעת עמל א
"ביל""ויים"
הסראיה
אלזייתון
מאירוביץ'
דרך יפו תל אביב
הדסה למפל
א סיידה
אלג'מאמה
השושנה
פישל א בל ג
קרית שפרינצק
שכ גבעת בגין
אטרש
שכ קפלן
"הרא""ה"
יוסף זימן
מרים
מע'ר אלדור
נחום התנא
הסנר הוגו
עין  סהלה
רח רט
המושבה האמריקאית
האומן מעלות
ש עמדר א פג
מרכז רפואי קפלן
פנימית אורט
מרקובצקי
אבלס ולטר
קרית נדבורנא
טורונטו
רח נו כ שלם
ככר רמה
כיכר הרעות
יוסף אל סדיק
ביח שמואל הרופא
ההמצאה
דיזיגוף
סמ ספרון
ככר אופנבך ז'ק
כביר סמטה
ש הזמר העברי
נתיב יום טוב
בן שמן)שכון(
אלת'אמין מין אדאר
שימחוני אסף
צריפי עמידר
וינשל אברהם
פרדס איראני
"כ""א בכסלו"
יהושע הצורף
ביח מזרע
טהיו
הישפה
פנחס בן יאיר
מרכז אזורי
הרב דוד בוזגלו
משעול בן שטח
"הגבעה ג""ע"
ש גני סביון
זילברג משה
אלקרונפול
חפר חיים
צבעוני
סמואלסון פול
גב מרדכי שכ
צוייפל
הרב כהן חוויתה
מילרוד
החייל סמ
איברהים נימר חוסין
ש הואדי
בן גל
שכ פטיו
ארזי יהודה
תל ארד
רחל
אל ח'לפאא
ש ערוני ח
ש מאור חיים
סמ זינגר יהודה
הר בוקר
עזרן יוסף
שרבני יהושע
עמק חרוד
מגדלי אשכול
להרן אחים
אלנבי ככר
נחמן גלמן
נמיה
חוש אל מוקת
סלוניקיו
רוקפלר מוזום
ש שומר חומות
אלזאן
רמונים
ש אהל משה
וינצקי
וינשטיין נחום
מייגור טאלוק
רח ב כ סומל
זרנוגה צריפים
ש פת
מעלות קדושי טלז
אל טייבה
עומר עבד אלעזיז
יצחק בן חנן
מעלות זע'ל
ברזילי משה
ש ראשונים
ככר מלכי יהודה
דרך צרפת
גבעת האירוס
גבעת צבי
אל ווטוס
"ש גבעת עדה ג""ע"
אל-ת'וריא
אל אקואס
שכונת הלל
אלגמאל
ג שאון אג יש
ק מטרסדורף ב
ההגנה שד
קול מבשר
הקליר אלעזר
דרך שלמה
הר אלדד
אזבס גסי כה
פרדס סלדומי
ראס אל אעבר
סמטת העיט
ש צבורי חדש
שכ מול היקב
קייס בן אלמלוח
אל-מנאמה
אלרחאריח
אל-פג'ר
סוטיצקי
בר יהודה
נתיב המרגנית
אל מזאר
אבו הוריירה
מעלות דוד
ביר אסקי
כפר בלום
כביש תיכון
יחזקאל לוינשטיין
היצור
הנס כרסטיאן אנדרסן
אלף המגן
"גפן מ""ר"
עורב
הגאון
נווה אפק
רותם
זורע מאיר
חמדת
ש כיסופים
גדוד החמישי
זאב רבן
תלפיות ממ
מדהלה יעקב
יורה דעה
סמ כרכום
עקבת אחני
וילנה
בריכטא
שכ אבו נופל
נחל נעמן
בר-לב
תחנת דלק נחשון
שכ הנצחון
שער מנשה ש
העיגול
גאורג דה הוושי
שביל הנרקיסים
צבי הרמן שפירא
גייקובסון אדי
"ימק""א"
דאהר אל-עומר
סמטת אלה
אם דלהם
קורדובה ביח
דרך משואות
אלעמאל
הר החרמון
שד מחל
שכון בלוקונים
אלגפארי
ינקלוביץ
אל אנסר
רואוס אל ג'בל
חלילן
ק היסוד שופ
עינב לוי
קרסל גצל
הדייגים כיכר
קוסטריקה
סג'א
כף אלדב
קהלת משקוליץ
נוה שאנן
פריחת ההדרים
רצועת החוף הדרומי
מבוא מרגלית
סמ שפיפון
הגרא
מעוז ציון
אמיר עודד סרן
יקנעם מושב
השומר ב אמיץ
"הדרור צ""י"
גונן ט קוטגים
ש עובדי מדינ
אל סינאעה
גפן )כיכר(
סמ החבצלת גני יהודה
אלכסנדר הידן כיכר
שכ יצחק
החיתי
ש קרית ספיר
ג'ורג' דה-הבשי
איסקוב לאון
גול בן ציון
מבוא התמרים
ש קרית אליהו
עי ביחר ברבר
"רא""ל אמנון שחק"
משעול נשיא יוסף
שכ בר לב
הרב צירלסון
בן קנז
מינקובסקי
איילה סמטה
חות הנוער הצ
רח מג'
כפר גנים מערב
"נחל נטוף מ""ר"
בארט
האומנים
שכ שנלר
ש חדש קש
קסתנא
מדינת היהודי
שלמה מיכאלס
סיפון
אל קדאא
ברנרד כץ
השל יהושע פרופ'
גמל
גבעת בילו
רחבת עבדת
הולר מוסד
אום אל-פרג
חולות
גרינברג חיים
משעול מירזיוף
תנובה
חניאל
"בי""ס כרמית"
ש גבעת חן
רבינוביץ יהושע
אלואיל אריה
מונטפיורי שד
גוז'קוב
שלוחות
רובע קוממיות
ראס אל מקסר
ניב דוד
אורי ליפשיץ
ביח איכילוב
יוסף אהרונוביץ
שדרת האיכרים
שלהבת
חארת  מוסל
דרום אפריק ש
אלסחאפי
הפרסים
אילתי נפתלי
גל הזהב
רוני
שד ערים תאומות
שכון א צפון
שארע אל-עין
בן נריה
הוד הכרמל
משעול אביגדור קרמר
שכ אחוזת ברכפלד
גורג דה -הבשי
יואל משה סלומון
אל ת'וריה
בועינה
גדעון שפוני
מצפה רמון צר
שכ הנוצרים
אהרון מסקין
בית רעים
ל'אמיג'
ש מח דוד
סמ שרירא
הרב אבו חצירה
רויאל ביץ
משעול השזיף
נאות הפרחים
תח דלק גדרה
עולי קניה
בורג לקלק
אלבאניאס
אורי לסר
בית גמל
מיצד
גלעד מכבים רעות
"הר זיו מ""ר"
אבנר בן נר
משעול המכתשים
משעול אורן
פרופ' ארליך דוד
גבורי יעקב
שד העשור
האודם
נוגה
ככר דגון
גב ים
אל נעסה
דיר ראפת
"פלי""ם"
שד' קציר אפרים
עסאויה
יחיאל בריל
ק עמל אקדמא
קעקור אלעבסה
אשכולי
אל לומאם
כנענים
ש גבעת שושנה
אלמראבט
ככר העצמאות
תריא
חוף גיא
עלית ש ב
בן שמן )מושב(
הרב זכריה פנחס
מאיר יעקב
אל-דח'אן
הפסנתר )כיכר(
מבוא הספנים
לוץ
מע כפר שלם
העגלה
מכלוף יעקב
סמטת הרקפת
אל-פרסאן
חפץ חיים
קוטז
תדהר סמ
שמשון זליג
שכון הדרום
ככר צים
הלוחמים בנאצים
גרשון
"יש""ר מקנדיא"
עובדה שדרות
שניאורסון
דרך פניגר
חות השומר
זהר טל
קרית יובל א
א .ק .
רוקח שדרות
מרדכי סעדה
שעריה ש חדש
שכ החלוצים
ש ק עמל
אל-מוח'טארה
הנרד
סמ תירוש
רייך אריה
פוזננסקי
נג'מת אל-סובח
"שדרות רש""י"
הכלניה סמ
נחלת שלמה
שכ נווה עמק
ספיר רמת אפעל
שכ נוה נוי
"נחל יעלים מ""ר"
וילונסקי
שכונת ביאליק
שכ גני אזור
זרח ברנט
שכ תל חי
אופטושו
אל אדאב
משעול תרשיש
אוניקס
כיכר רבין
השומר ש עוב
רח יח
עתלית סמ
בונים
עצמאות שד
אדום מצפה
איזיק
ככר המורשת
חט הנגב
אבן אל-הית'ם
מנדי רודן
אלנח'לה
ב פרטי
שכ השחר
יפה בצלאל
תל חנן בל נט
אורי קרני
אל היג'רה
כבביר
ואדי אל נאר
ש קליפוניה
מעון רמט
גדיד
לוז
אל-מוראבטון
סוללים
המקשר
רבן זאב
בילטמור
משעול גושן
עותמן אבן עפאן
ככר תנועת הנוער
"ד""ר יוסף דב"
ביחר אנבר
יצחק הולנדר
בן סירה יעקב
סחנה ד
"רובע פ""ז"
אלסומאק
הגלעד
הר מור
אנקואה
סנונית מכבים רעות
אל בראעם
קרניצי
גלוברמן יהושע
קהלת וינציא
כילך
מלול יוסף הרב
נג'ארה
"האדמו""ר מבלז"
מעונות ג
אל מזחלוני
שדרות וורבורג
המנוף
חיים עבוד שאול
ש מעוז
ש אשטרום
הלוי הרב
פנסקר
רח כד סחנה א
אסא המלך
בת גלים שד
מנחת חינוך
"מכון אור שמח ג""ע"
סמטת הצבוע
קרית רבין
בן-נון יוחאי
תפאר
ש ערוני יג
צ'לנוב יחיאל
מעלה צביה
פטוניה
הסיגלון
רח ש
אלחווארנה
ש נחלת ציון
אל גזלי מד
פוברסקי
דניאל סמבורסקי
שכ רמות
בקעת אונו דרך
נורדאו ב פגל
ריסר
הימאים
שכ פרדס רובין
אל בדר
נוה עובד ש
סמ מודעי
ורמוזה
ישעיה
דרך רמתיים
ש איזורים
רח תב
סואעד כמאנה
כפר בתיה
תל השומר צר
קרית האומנים
אל בישארה
ברסימנטוב
שביל הימיה
מרזוק ושמואל
בן יאיר אליע
עומר אבן אלעאס
גלוסקא זכריה
ילין מור נתן
אל עבאסיה
אמאם אלבוח'ארי
הנשים ככר
אלח'ליג'
אלנדים
אל-מראבטין
קטמון ש עממ
הרצל ישיבה
קרית שלום בוניך
כיכר רובי שפירא
יהושע כהן
אלנטאון
אבו מדוור
ברנדס לואיס
נאות שקד
הלוטוס מכבים רעות
מאאס
כ החוף
"שיכון בנים כפר אז""ר"
אזבסטונים ד
החורב
ש יפה נוף חד
הלוטוס נתיב
מבלז האדמור
פרדס הרב
בר-לוי אשר
ביח ביקור חולים
נח מרדכי עמנואל
ש קליטה
דפנה צורן
כרב אל קיק
כרם אל מופתי
שכ ג ג'ת
תנחומא
ד אפריקה ש
ככר ריבלין
פוגל בן ציון
העצמון מול
עמיחי פאגלין )גידי(
פנחס
גילוץ דבורה ומנחם
יצחק פרלשטיין
אע'סאן
מעלה שמיר משה
שכ הרדוף
אל ארמא
אל ראשידון
אימרו אל קיס
מגדל המנורה
ביר דובל
אבו בכר-סאלם
שכון ג רח דח
חטר
קורדוברו
איבגי
ח'אן
להמן הרברט
ש מכנס
עליה שלישית
שכ אחוזת כנרת
אבו נג'ק
בן אהרון אליהו
יואל רקח
עקבת קרמה
הענבלים
קצנלסון
גרשון שץ
אל-נסיג
הרצל ב קלז
אל מוודה
רחבת כלנית
רוטשילד שכ
בתי בלום
רחבת פל ים
מע צרפים
שבתאי
בהט
מעלה כרכום
חירבת ביאדה
שירת השחרור
ש החלוצים
שכ אלביאר
עלמה
בן יואש גדעון
רחבת מרטון ארנסט
אבנר חזקיהו
הסביון משעול
שופמן
אליזבת ברגנר
אורגד שלמה מכלוף
אלגאר
נהאונד
קפקא
הבוקר
מעון בוסטון
שכ פאגי
כרכדאן
חלת חסן
חיים יוסף
הח'ליף סלימאן
הדרך הטורקית
בב אל מגלס
ורדון מרכז מנס
הקיכלי
ברגמן
מבוא קדמה
מיכאלסון יצחק
שניאור זלמן
חצרות הדר
אבצן
סנט גיימס
שיטרית סמ
אשכול קטיף
ש צעיר נ של
מילכה
ביח החולים הצרפתי
הצבע
האלון סמטה
נח עמנואל
הזייל
הכוכב
נוה חמד מוסד
פרל וויליאם
קדמני
החסיד
ש מפו ליפא
חלת עמירה
סימטת יאיר
ברובצקי
מכון ויצמן
רקח יואל
אלאג'ואד
סמ ירמוק
מ.ק. כנען
משה הלוי
ד'הר אלקלעה
שכ אלבסליה
"ד""ר ז'יוואגו"
גני אביב
כנסיה יונית
מד כהן פנחס
החוברה
דוד איבניצקי
ההגנה משעול
ג'נא
הגיתית
אל בסבאס
קרית מיכה
שור
דוואר אל נח'יל
מעלה השואבה
סמ נחמני
שכון ברנדס
רואלד הופמן
שועלים
אל חיג'אר
משעול פרופ פאול נתן
החצבני
אסשקין ב גלר
יפה נוף מכבים רעות
סמ בן צבי
הרב הרשלר
הרב יוסף גבאי
גירית
מבוא חיל אויר
שד חרשת
ש טרומים ג
תיראן
אריה פסטרנק
מחמד אל פאתח
הרב לוינשטיין
טיילת ספיר פנחס
דיר מווארנה
רבקה
קיסריה ב סו
חיים גלעד
ש רמות ד'
קרשקש
דונואס
צבי בנימיני
הצומת
בית אל-מקדס
פיכמן דוד
מלמד יצחק
יש דרבי יוח
מלכיה
עופר כהן
סמ זהבית
קדש
גב נשר
אדמור מלובביץ
רח יא ק חיים
מבוא דקר
אל מנסורה
הרב שלמה לופס
היוצרים
ק ים ב
סטוצ'בסקי יהויכין
נרדים
העצמאות גן
שכ א ג'ת
ש אוהל משה
עזה ב חנניה
זליג
פרדס גן חקל
שביל טופז
פרנציסקו גויה
סלח אלדין
הרב דוד יוסף מחלי
רוטשילד שד
א טברי
שד רמבן
דרך הפארק
ש חס כ ב ים
שכ מחנה יהודה
קובאן
היער המכושף
ראס אל היש
שדרות ההגנה
שכ מורד ההר
אלבאז
טאגור רבינדרנארט
ויזל
אל-פוקהאא
קדוש דוד
ואדי אלח'שב
סוואר אלזהב
רמבם ב משות
שיח סואן
קרית מנחם בגין
קרית דגל התורה
תל גנים
קנאטר חדיר
הרב עובדיה יעבץ
משעול הלימון
האחים ויינברג
בית תינה
סטארה אלברט
יעקב סלומון
כיכר דואר אל-חרבה
מע אסבסטון
ניסן קושניר
אל מג'ד
החצב רמת אפעל
"האדמו""ר מבויאן"
שדרת האנדרטה
סמ ההדס
סולד דרך
אל ארמה
אבו אלקסם אשאבי
גורן אלצרצור
אל-ביר אל-עארבי
הגדם
פאגי סנהדרי
פרי-גן
בן חור
אבו ת'ור
מכס זליגמן
בן עזרא משה
סופר מרדכי
כיכר חורשף
בנימין מובשביץ
שקמונה
דאר אל כלדי
גמלא טיילת
"השומר כ""א"
אזור תעשייה חדש
ש קרית שפרינצק
כץ גימל
רח כה סחנה א
לפיאן
ש תל גבורים
אזור הכנסיה המרונית
פרופ' כהנמן דניאל
הרב סולם משה
הרב חיסדאי קרשקש
אתר חפץ חיים
גן המלך מלון
אלרשיד
קוסובסקי
אל-אקסא
קרית רמז
אביטל - מכבים רעות
פנחס רוטנברג
יצחק בער
כיכר בולגריה
חרות ככר
אל בח'ארי
אלחנין
חקלאים
דחן
הצופה
קרית חשמל
חלד יוסף
מילר טוביה
הרב איפרגן
שד אלנטאון
"שגיא מ""ר"
לייב הורוביץ
ש כתר
הקונגרס שד
אלמסאיאת
ראמללה דרך
מבוא האירוס
שדרות החיטה
אלחסבאני
ברון עקיבא
"התמר נ""א"
עיון - גנאן
יפה שמואל
בית הקמה
משעול ג
בת הדר
חצוצרה
חאן אל חלילי
יפת ביח
קפלינסקי
ש אנגלו סכסי
פרנק פורטר
אלמוסאוא
חטיבת הנחל
משעול הצוקים
מלון אסטור
גרנדיס
שלמה שילר
"חבצלת ג""י"
סמ הרמבן
כרום אלענב
שושנה דמארי
שכ מסגד גבארין
סנט גימס
זיאד תופיק
בית הספר הימי
עין אלזעטוטה
אל מוסאוה
"אדמו""ר מבויאן"
עזי
וולג'ה
הרב פלדמן משה זאב
ציון בדש
נצאצרא
דרך ראשון לציון
ככר שושנה דמארי
זיו רבקה
שכ אבו לבן
יוסף שורץ
המכס הכרמל
יוסף בוסל
סמ שוהם
שכ נופי פרת
אל-חואריין
אלח'אן
טבנקין יצחק
פיצל ככר
המסור
אחים זיגר
ש העמק
מרדכי קראוסמן
ק סביסליצקי
שיך
צריפים עמישב
ש פיטסברג
סמ הרמון
דם המכבים
פוליטי רבנו
גב חיים
מאלי
דיק יוסף ג'ורג' ככר
קרימיניצקי
מזרחי יעקב
לי און
עין צוקים
א-תוובה
הוילות
הרב אלקשמה יחיא
סמטת הבשן
אלעשה
רואוס אל-גיבאל
ברט אהרון
המנזר האתיופי
נעמי שמר
ישעיהו ברלין
משעול צמח עוז
רח סה כ שלם
מלכה יוסף
מבשרת ירושלים
מרדכי בצ'איב
צור רמת אפעל
הכוזרים
אל וואד
בית צורי אליהו
צוויג
בית אבות נוה אורנים
קונדר
בלם
עילית ש רכבת
ש מוצקין ב
מרסה
לב גדרה
שכ אסכנדר
איסמאילוב
"האירוס ג""י"
גלמן מוריי
בלוק אזבסטון
"ה באייר כפר אז""ר"
קויפמן שמואל
מעונות סטודנטים
השליחות
מכון ווג'ס
נחל אליפז
העובד סמטה
יהושע ברים
אל עומרי
חוות הגמלים ממשית
בני עיש ש
עוטארד
סמ ו
ושינגטון שדרות
החמה
הרותם
ש נוה רום
רוסמרין
צופים
עמק האלה צור יגאל
בוכנר
הרב ויינגרטן
שלוש משה
הכרמלי
קאופמן חיים
נחל שגור
אל-סידר
מוהר
סלעית סמ
גרשון שופמן
משמרות
פוריה - נוה עובד
ראובן שרי
האילן
כ נוער שודי
פקיעין )בוקייעה(
הר הנגב
הגיא
בן גוריון מדרשה
חברת תנופה
אלעראק
"תרמ""ה"
שייטת
אלבטום
מאמחיש
בכורי העתים
רחבת עין צוקים
גן חקל צריף
אדמור מויזניץ
חזקיהו המלך
רחבת שזפון
אל נסאיי
ש נוף קדומים
סגולת ישראל
אסירי המבצר
צהלון
ש גן יוסף
קלכהיים
קזז יחזקאל
מבצע חורב
הנשיא חיים הרצוג
עדארה
שביל צפחות
באב אלהווא
הדוגית
סמ נחושתן
מוסמוס-דרום מזרח
האדמורים
עץ תאנה
הרובע הנוצרי
גרעין-העיר העתיקה
צבי גרץ
אהלי יוסף
שדרת הזיתים
בן שלומי
אור יהודה ב
סמ שאר ישוב
פעמונים
משעול גיל
גיל
מבוא הנטף
משעול אורחה
כצנלסון שד
ברוך איסחקוב
מורד נוה שאנ
מגדלי אילת
מפל שעפט
משארף
ההגשמה
יעף
מעב צפון אס
אל ארדשיר
אל עלמי פיידי
מוסטובוי
סמ' ציון
ש רמת אפרים
נתיב הדולב
אל ג'נאדין
נקש
הר להבים מכבים רעות
שכ הגרנות
דרך בית הכנסת
וולקני יצחק
אזבסט צפון
